"id","geom","shape_leng","shape_area","adm3_es","adm3_pcode","adm3_ref","adm3alt1es","adm3alt2es","adm2_es","adm2_pcode","adm1_es","adm1_pcode","adm0_es","adm0_pcode","date","validon","validto","point_x","point_y"
73,"0101000020E610000084B83265B48C54C04036BADBB6692140","0.459767926325","0.0121391022308","Hornito","PA020802",NULL,NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.19851045563888","8.70647322319121"
74,"0101000020E61000002075F58CFC8B54C0002377340D0E2140","0.402651745921","0.00638392271004","Los Angeles","PA020803","Los Angeles",NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.1872894665762","8.52744449571901"
75,"0101000020E610000034030020F79154C0A0237518D84E2140","0.376526426399","0.0055363041816","Paja de Sombrero","PA020804","Paja de Sombrero",NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.28070831299993","8.65399242811128"
76,"0101000020E6100000649909B0728F54C0203F4F058BE92040","0.362408530843","0.00544777312419","Rincón","PA020805","Rincon",NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.24137497842236","8.456138769076972"
77,"0101000020E610000038AE664FC16F54C0603E24042C7C2040","0.236726489894","0.00205028932504","El Nancito","PA020901","El Nancito",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.7461737158527","8.242523316787981"
78,"0101000020E6100000800088DCE67454C020133E10078A2040","0.249118406239","0.00228442186767","El Porvenir","PA020902","El Porvenir",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.82659066468659","8.269585139825324"
79,"0101000020E6100000A80200F0CD7154C0E09BE33F5D4E2040","0.52732975108","0.00349795183966","El Puerto","PA020903","El Puerto",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.7781944274999","8.153055187734878"
80,"0101000020E610000040EAFFE74B7354C080118B356C5E2040","0.385984065321","0.00216533778819","Remedios","PA020904",NULL,NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.80150794974998","8.18441932032215"
81,"0101000020E6100000280001666F7254C0C0E1521E817E2040","0.246768787103","0.00185734252429","Santa Lucía","PA020905","Santa Lucia",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.78804922197071","8.247078845612918"
82,"0101000020E610000080709BA818B454C060B782903A392140","0.305482362363","0.00345979854994","Breñón","PA021001","Brenon",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.81400504283556","8.611774936634617"
83,"0101000020E610000000DD6A7D5DB754C060DDF2F514722140","0.420022939989","0.00627778130926","Cañas Gordas","PA021002","Canas Gordas",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.86508117137782","8.722816167732788"
84,"0101000020E6100000081C17BD54B254C06007297930AA2140","0.545592513824","0.0118530812061","Monte Lirio","PA021003","Monte Lirio",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.78642203575885","8.83240107179489"
85,"0101000020E61000001CC7F23CA4B154C0C02351BB8B822140","0.452153774261","0.00740095699216","Plaza Caisán","PA021004","Plaza Caisan",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.77564929684416","8.754972318320029"
86,"0101000020E61000005403373EC3B654C0A09722450B9D2140","0.445483965011","0.00278150553455","Río Sereno","PA021005","Rio Sereno",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.8556666886555","8.80672660872716"
87,"0101000020E6100000649F6D8B98B054C060DAF0190E5A2140","0.561475341597","0.0124173995207","Santa Cruz","PA021006","Santa Cruz",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.75931058602652","8.67588883462048"
88,"0101000020E6100000C8DDF606107D54C06082846DE6992040","0.292993866754","0.00303475050715","Juay","PA021101",NULL,NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.95410322292366","8.300586149621438"
89,"0101000020E6100000E0B0CAA67E7654C0C0F3E1CBF2662040","0.314443483656","0.00488088323237","La Lajas","PA021102","La Lajas",NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.85148019594226","8.2010711396523"
